region;civil;age;gender;pop
;;45-49 år;män;69
;;;kvinnor;89
;;50-54 år;män;103
;;;kvinnor;100
;;55-59 år;män;95
;;;kvinnor;123
;;60-64 år;män;105
;;;kvinnor;104
;skilda;20-24 år;män;0
;;;kvinnor;2
;;25-29 år;män;2
;;;kvinnor;8
;;30-34 år;män;4
;;;kvinnor;6
;;35-39 år;män;3
;;;kvinnor;9
;;40-44 år;män;10
;;;kvinnor;14
;;45-49 år;män;21
;;;kvinnor;34
;;50-54 år;män;27
;;;kvinnor;29
;;55-59 år;män;36
;;;kvinnor;35
;;60-64 år;män;57
;;;kvinnor;31
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;1
;;;kvinnor;1
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;1
;;;kvinnor;2
;;45-49 år;män;0
;;;kvinnor;1
;;50-54 år;män;1
;;;kvinnor;2
;;55-59 år;män;1
;;;kvinnor;7
;;60-64 år;män;6
;;;kvinnor;8
2104 Hofors;ogifta;20-24 år;män;310
;;;kvinnor;224
;;25-29 år;män;269
;;;kvinnor;199
;;30-34 år;män;171
;;;kvinnor;131
;;35-39 år;män;113
;;;kvinnor;80
;;40-44 år;män;114
;;;kvinnor;95
;;45-49 år;män;138
;;;kvinnor;104
;;50-54 år;män;155
;;;kvinnor;101
;;55-59 år;män;125
;;;kvinnor;82
;;60-64 år;män;105
;;;kvinnor;58
;gifta;20-24 år;män;7
;;;kvinnor;17
;;25-29 år;män;35
;;;kvinnor;51
;;30-34 år;män;75
;;;kvinnor;93
;;35-39 år;män;65
;;;kvinnor;80
;;40-44 år;män;101
;;;kvinnor;120
;;45-49 år;män;132
;;;kvinnor;144
;;50-54 år;män;156
;;;kvinnor;155
;;55-59 år;män;158
;;;kvinnor;144
;;60-64 år;män;187
;;;kvinnor;192
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;4
;;;kvinnor;12
;;30-34 år;män;13
;;;kvinnor;17
;;35-39 år;män;20
;;;kvinnor;25
;;40-44 år;män;21
;;;kvinnor;37
;;45-49 år;män;44
;;;kvinnor;39
;;50-54 år;män;63
;;;kvinnor;67
;;55-59 år;män;70
;;;kvinnor;52
;;60-64 år;män;70
;;;kvinnor;74
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;3
;;45-49 år;män;1
;;;kvinnor;9
;;50-54 år;män;0
;;;kvinnor;6
;;55-59 år;män;1
;;;kvinnor;14
;;60-64 år;män;8
;;;kvinnor;16
2121 Ovanåker;ogifta;20-24 år;män;328
;;;kvinnor;232
;;25-29 år;män;318
;;;kvinnor;249
;;30-34 år;män;227
;;;kvinnor;148
;;35-39 år;män;175
;;;kvinnor;122
;;40-44 år;män;151
;;;kvinnor;126
;;45-49 år;män;206
;;;kvinnor;155
;;50-54 år;män;178
;;;kvinnor;124
;;55-59 år;män;144
;;;kvinnor;100
;;60-64 år;män;132
;;;kvinnor;92
;gifta;20-24 år;män;9
;;;kvinnor;23
;;25-29 år;män;43
;;;kvinnor;59
;;30-34 år;män;84
;;;kvinnor;99
;;35-39 år;män;96
;;;kvinnor;126
;;40-44 år;män;125
;;;kvinnor;136
;;45-49 år;män;144
;;;kvinnor;130
;;50-54 år;män;179
;;;kvinnor;181
;;55-59 år;män;155
;;;kvinnor;200
;;60-64 år;män;217
;;;kvinnor;226
;skilda;20-24 år;män;0
;;;kvinnor;2
;;25-29 år;män;8
;;;kvinnor;15
;;30-34 år;män;9
;;;kvinnor;13
;;35-39 år;män;6
;;;kvinnor;22
;;40-44 år;män;26
;;;kvinnor;30
;;45-49 år;män;30
;;;kvinnor;35
;;50-54 år;män;47
;;;kvinnor;69
;;55-59 år;män;65
;;;kvinnor;70
;;60-64 år;män;66
;;;kvinnor;50
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;1
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;2
;;45-49 år;män;1
;;;kvinnor;1
;;50-54 år;män;0
;;;kvinnor;7
;;55-59 år;män;1
;;;kvinnor;9
;;60-64 år;män;5
;;;kvinnor;23
2132 Nordanstig;ogifta;20-24 år;män;225
;;;kvinnor;194
;;25-29 år;män;262
;;;kvinnor;211
;;30-34 år;män;162
;;;kvinnor;129
;;35-39 år;män;141
;;;kvinnor;104
;;40-44 år;män;142
;;;kvinnor;86
;;45-49 år;män;143
;;;kvinnor;134
;;50-54 år;män;151
;;;kvinnor;104
;;55-59 år;män;140
;;;kvinnor;83
;;60-64 år;män;129
;;;kvinnor;59
;gifta;20-24 år;män;8
;;;kvinnor;11
;;25-29 år;män;26
;;;kvinnor;48
;;30-34 år;män;54
;;;kvinnor;74
;;35-39 år;män;71
;;;kvinnor;75
;;40-44 år;män;98
;;;kvinnor;106
;;45-49 år;män;111
;;;kvinnor;140
;;50-54 år;män;151
;;;kvinnor;156
;;55-59 år;män;123
;;;kvinnor;131
;;60-64 år;män;160
;;;kvinnor;166
;skilda;20-24 år;män;1
;;;kvinnor;3
;;25-29 år;män;1
;;;kvinnor;7
;;30-34 år;män;11
;;;kvinnor;9
;;35-39 år;män;12
;;;kvinnor;21
;;40-44 år;män;20
;;;kvinnor;29
;;45-49 år;män;35
;;;kvinnor;47
;;50-54 år;män;62
;;;kvinnor;64
;;55-59 år;män;51
;;;kvinnor;48
;;60-64 år;män;74
;;;kvinnor;61
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;2
;;;kvinnor;4
;;45-49 år;män;2
;;;kvinnor;4
;;50-54 år;män;4
;;;kvinnor;4
;;55-59 år;män;4
;;;kvinnor;11
;;60-64 år;män;5
;;;kvinnor;23
2161 Ljusdal;ogifta;20-24 år;män;486
;;;kvinnor;380
;;25-29 år;män;558
;;;kvinnor;421
;;30-34 år;män;396
;;;kvinnor;269
;;35-39 år;män;282
;;;kvinnor;216
;;40-44 år;män;266
;;;kvinnor;217
;;45-49 år;män;285
;;;kvinnor;222
;;50-54 år;män;291
;;;kvinnor;206
;;55-59 år;män;245
;;;kvinnor;195
;;60-64 år;män;220
;;;kvinnor;176
;gifta;20-24 år;män;3
;;;kvinnor;29
;;25-29 år;män;53
;;;kvinnor;77
;;30-34 år;män;117
;;;kvinnor;131
;;35-39 år;män;146
;;;kvinnor;193
;;40-44 år;män;189
;;;kvinnor;219
;;45-49 år;män;232
;;;kvinnor;252
;;50-54 år;män;310
;;;kvinnor;291
;;55-59 år;män;270
;;;kvinnor;295
;;60-64 år;män;316
;;;kvinnor;358
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;4
;;;kvinnor;10
;;30-34 år;män;15
;;;kvinnor;27
;;35-39 år;män;29
;;;kvinnor;35
;;40-44 år;män;38
;;;kvinnor;60
;;45-49 år;män;69
;;;kvinnor;89
;;50-54 år;män;104
;;;kvinnor;103
;;55-59 år;män;84
;;;kvinnor;113
;;60-64 år;män;110
;;;kvinnor;111
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;1
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;1
;;;kvinnor;2
;;40-44 år;män;2
;;;kvinnor;4
;;45-49 år;män;2
;;;kvinnor;6
;;50-54 år;män;1
;;;kvinnor;12
;;55-59 år;män;5
;;;kvinnor;20
;;60-64 år;män;11
;;;kvinnor;32
2180 Gävle;ogifta;20-24 år;män;3243
;;;kvinnor;3066
;;25-29 år;män;3400
;;;kvinnor;2856
;;30-34 år;män;2239
;;;kvinnor;1820
;;35-39 år;män;1676
;;;kvinnor;1207
;;40-44 år;män;1322
;;;kvinnor;1111
;;45-49 år;män;1282
;;;kvinnor;1076
;;50-54 år;män;1329
;;;kvinnor;1123
;;55-59 år;män;1038
;;;kvinnor;812
;;60-64 år;män;761
;;;kvinnor;640
;gifta;20-24 år;män;52
;;;kvinnor;156
;;25-29 år;män;331
;;;kvinnor;633
;;30-34 år;män;810
;;;kvinnor;1098
;;35-39 år;män;1140
;;;kvinnor;1293
;;40-44 år;män;1463
;;;kvinnor;1590
;;45-49 år;män;1563
;;;kvinnor;1543
;;50-54 år;män;1591
;;;kvinnor;1572
;;55-59 år;män;1408
;;;kvinnor;1353
;;60-64 år;män;1416
;;;kvinnor;1408
;skilda;20-24 år;män;6
;;;kvinnor;9
;;25-29 år;män;48
;;;kvinnor;96
;;30-34 år;män;113
;;;kvinnor;201
;;35-39 år;män;222
;;;kvinnor;318
;;40-44 år;män;298
;;;kvinnor;461
;;45-49 år;män;422
;;;kvinnor;624
;;50-54 år;män;548
;;;kvinnor;710
;;55-59 år;män;601
;;;kvinnor;699
;;60-64 år;män;513
;;;kvinnor;610
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;1
;;;kvinnor;1
;;30-34 år;män;1
;;;kvinnor;7
;;35-39 år;män;1
;;;kvinnor;8
;;40-44 år;män;7
;;;kvinnor;25
;;45-49 år;män;9
;;;kvinnor;31
;;50-54 år;män;17
;;;kvinnor;50
;;55-59 år;män;28
;;;kvinnor;75
;;60-64 år;män;41
;;;kvinnor;130
2181 Sandviken;ogifta;20-24 år;män;1120
;;;kvinnor;874
;;25-29 år;män;1146
;;;kvinnor;923
;;30-34 år;män;767
;;;kvinnor;537
;;35-39 år;män;510
;;;kvinnor;384
;;40-44 år;män;525
;;;kvinnor;412
;;45-49 år;män;558
;;;kvinnor;429
;;50-54 år;män;551
;;;kvinnor;361
;;55-59 år;män;404
;;;kvinnor;289
;;60-64 år;män;327
;;;kvinnor;272
;gifta;20-24 år;män;23
;;;kvinnor;75
;;25-29 år;män;123
;;;kvinnor;254
;;30-34 år;män;332
;;;kvinnor;408
;;35-39 år;män;417
;;;kvinnor;482
;;40-44 år;män;538
;;;kvinnor;570
;;45-49 år;män;639
;;;kvinnor;620
;;50-54 år;män;680
;;;kvinnor;654
;;55-59 år;män;591
;;;kvinnor;569
;;60-64 år;män;610
;;;kvinnor;643
;skilda;20-24 år;män;1
;;;kvinnor;4
;;25-29 år;män;12
;;;kvinnor;46
;;30-34 år;män;55
;;;kvinnor;67
;;35-39 år;män;76
;;;kvinnor;94
;;40-44 år;män;95
;;;kvinnor;158
;;45-49 år;män;172
;;;kvinnor;209
;;50-54 år;män;225
;;;kvinnor;265
;;55-59 år;män;225
;;;kvinnor;247
;;60-64 år;män;245
;;;kvinnor;239
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;2
;;25-29 år;män;0
;;;kvinnor;3
;;30-34 år;män;1
;;;kvinnor;1
;;35-39 år;män;3
;;;kvinnor;4
;;40-44 år;män;2
;;;kvinnor;7
;;45-49 år;män;5
;;;kvinnor;14
;;50-54 år;män;5
;;;kvinnor;19
;;55-59 år;män;13
;;;kvinnor;44
;;60-64 år;män;18
;;;kvinnor;52
2182 Söderhamn;ogifta;20-24 år;män;682
;;;kvinnor;562
;;25-29 år;män;746
;;;kvinnor;547
;;30-34 år;män;452
;;;kvinnor;324
;;35-39 år;män;339
;;;kvinnor;261
;;40-44 år;män;350
;;;kvinnor;306
;;45-49 år;män;379
;;;kvinnor;299
;;50-54 år;män;415
;;;kvinnor;328
;;55-59 år;män;313
;;;kvinnor;249
;;60-64 år;män;285
;;;kvinnor;185
;gifta;20-24 år;män;13
;;;kvinnor;42
;;25-29 år;män;84
;;;kvinnor;146
;;30-34 år;män;157
;;;kvinnor;205
;;35-39 år;män;200
;;;kvinnor;223
;;40-44 år;män;272
;;;kvinnor;315
;;45-49 år;män;345
;;;kvinnor;347
;;50-54 år;män;381
;;;kvinnor;379
;;55-59 år;män;357
;;;kvinnor;395
;;60-64 år;män;432
;;;kvinnor;497
;skilda;20-24 år;män;0
;;;kvinnor;8
;;25-29 år;män;8
;;;kvinnor;20
;;30-34 år;män;24
;;;kvinnor;34
;;35-39 år;män;29
;;;kvinnor;50
;;40-44 år;män;65
;;;kvinnor;101
;;45-49 år;män;108
;;;kvinnor;116
;;50-54 år;män;139
;;;kvinnor;174
;;55-59 år;män;159
;;;kvinnor;178
;;60-64 år;män;172
;;;kvinnor;175
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;1
;;30-34 år;män;0
;;;kvinnor;5
;;35-39 år;män;0
;;;kvinnor;4
;;40-44 år;män;0
;;;kvinnor;7
;;45-49 år;män;2
;;;kvinnor;5
;;50-54 år;män;5
;;;kvinnor;19
;;55-59 år;män;5
;;;kvinnor;23
;;60-64 år;män;26
;;;kvinnor;48
2183 Bollnäs;ogifta;20-24 år;män;731
;;;kvinnor;611
;;25-29 år;män;732
;;;kvinnor;635
;;30-34 år;män;544
;;;kvinnor;379
;;35-39 år;män;424
;;;kvinnor;327
;;40-44 år;män;369
;;;kvinnor;302
;;45-49 år;män;396
;;;kvinnor;289
;;50-54 år;män;437
;;;kvinnor;314
;;55-59 år;män;305
;;;kvinnor;254
;;60-64 år;män;261
;;;kvinnor;236
;gifta;20-24 år;män;22
;;;kvinnor;65
;;25-29 år;män;115
;;;kvinnor;162
;;30-34 år;män;196
;;;kvinnor;230
;;35-39 år;män;266
;;;kvinnor;288
;;40-44 år;män;324
;;;kvinnor;325
;;45-49 år;män;335
;;;kvinnor;342
;;50-54 år;män;388
;;;kvinnor;391
;;55-59 år;män;361
;;;kvinnor;391
;;60-64 år;män;438
;;;kvinnor;408
;skilda;20-24 år;män;2
;;;kvinnor;5
;;25-29 år;män;16
;;;kvinnor;21
;;30-34 år;män;36
;;;kvinnor;36
;;35-39 år;män;45
;;;kvinnor;72
;;40-44 år;män;67
;;;kvinnor;83
;;45-49 år;män;81
;;;kvinnor;121
;;50-54 år;män;121
;;;kvinnor;165
;;55-59 år;män;137
;;;kvinnor;189
;;60-64 år;män;166
;;;kvinnor;190
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;4
;;40-44 år;män;1
;;;kvinnor;7
;;45-49 år;män;4
;;;kvinnor;9
;;50-54 år;män;3
;;;kvinnor;16
;;55-59 år;män;8
;;;kvinnor;28
;;60-64 år;män;16
;;;kvinnor;39
2184 Hudiksvall;ogifta;20-24 år;män;1037
;;;kvinnor;824
;;25-29 år;män;1126
;;;kvinnor;879
;;30-34 år;män;721
;;;kvinnor;574
;;35-39 år;män;560
;;;kvinnor;502
;;40-44 år;män;554
;;;kvinnor;473
;;45-49 år;män;541
;;;kvinnor;467
;;50-54 år;män;557
;;;kvinnor;464
;;55-59 år;män;447
;;;kvinnor;382
;;60-64 år;män;425
;;;kvinnor;304
;gifta;20-24 år;män;16
;;;kvinnor;33
;;25-29 år;män;83
;;;kvinnor;133
;;30-34 år;män;237
;;;kvinnor;299
;;35-39 år;män;296
;;;kvinnor;369
;;40-44 år;män;420
;;;kvinnor;454
;;45-49 år;män;502
;;;kvinnor;505
;;50-54 år;män;496
;;;kvinnor;531
;;55-59 år;män;510
;;;kvinnor;543
;;60-64 år;män;601
;;;kvinnor;687
;skilda;20-24 år;män;1
;;;kvinnor;2
;;25-29 år;män;7
;;;kvinnor;22
;;30-34 år;män;29
;;;kvinnor;53
;;35-39 år;män;62
;;;kvinnor;85
;;40-44 år;män;92
;;;kvinnor;121
;;45-49 år;män;148
;;;kvinnor;181
;;50-54 år;män;196
;;;kvinnor;235
;;55-59 år;män;207
;;;kvinnor;264
;;60-64 år;män;211
;;;kvinnor;264
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;2
;;30-34 år;män;1
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;4
;;40-44 år;män;0
;;;kvinnor;6
;;45-49 år;män;9
;;;kvinnor;14
;;50-54 år;män;3
;;;kvinnor;19
;;55-59 år;män;9
;;;kvinnor;32
;;60-64 år;män;19
;;;kvinnor;59
2260 Ånge;ogifta;20-24 år;män;280
;;;kvinnor;193
;;25-29 år;män;275
;;;kvinnor;184
;;30-34 år;män;156
;;;kvinnor;116
;;35-39 år;män;136
;;;kvinnor;96
;;40-44 år;män;144
;;;kvinnor;112
;;45-49 år;män;146
;;;kvinnor;108
;;50-54 år;män;180
;;;kvinnor;126
;;55-59 år;män;137
;;;kvinnor;100
;;60-64 år;män;132
;;;kvinnor;81
;gifta;20-24 år;män;2
;;;kvinnor;10
;;25-29 år;män;27
;;;kvinnor;38
;;30-34 år;män;53
;;;kvinnor;55
;;35-39 år;män;60
;;;kvinnor;86
;;40-44 år;män;82
;;;kvinnor;108
;;45-49 år;män;124
;;;kvinnor;127
;;50-54 år;män;135
;;;kvinnor;170
;;55-59 år;män;172
;;;kvinnor;170
;;60-64 år;män;186
;;;kvinnor;172
;skilda;20-24 år;män;0
;;;kvinnor;3
;;25-29 år;män;4
;;;kvinnor;7
;;30-34 år;män;7
;;;kvinnor;11
;;35-39 år;män;13
;;;kvinnor;19
;;40-44 år;män;16
;;;kvinnor;39
;;45-49 år;män;36
;;;kvinnor;47
;;50-54 år;män;53
;;;kvinnor;52
;;55-59 år;män;61
;;;kvinnor;52
;;60-64 år;män;52
;;;kvinnor;76
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;0
;;;kvinnor;4
;;45-49 år;män;0
;;;kvinnor;1
;;50-54 år;män;1
;;;kvinnor;5
;;55-59 år;män;3
;;;kvinnor;5
;;60-64 år;män;4
;;;kvinnor;16
2262 Timrå;ogifta;20-24 år;män;501
;;;kvinnor;409
;;25-29 år;män;492
;;;kvinnor;361
;;30-34 år;män;306
;;;kvinnor;250
;;35-39 år;män;263
;;;kvinnor;215
;;40-44 år;män;258
;;;kvinnor;219
;;45-49 år;män;269
;;;kvinnor;228
;;50-54 år;män;250
;;;kvinnor;189
;;55-59 år;män;169
;;;kvinnor;129
;;60-64 år;män;155
;;;kvinnor;115
;gifta;20-24 år;män;8
;;;kvinnor;19
;;25-29 år;män;58
;;;kvinnor;97
;;30-34 år;män;113
;;;kvinnor;156
;;35-39 år;män;193
;;;kvinnor;231
;;40-44 år;män;259
;;;kvinnor;276
;;45-49 år;män;312
;;;kvinnor;327
;;50-54 år;män;324
;;;kvinnor;303
;;55-59 år;män;269
;;;kvinnor;269
;;60-64 år;män;294
;;;kvinnor;310
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;6
;;;kvinnor;12
;;30-34 år;män;18
;;;kvinnor;32
;;35-39 år;män;39
;;;kvinnor;46
;;40-44 år;män;62
;;;kvinnor;70
;;45-49 år;män;79
;;;kvinnor;87
;;50-54 år;män;99
;;;kvinnor;122
;;55-59 år;män;99
;;;kvinnor;105
;;60-64 år;män;98
;;;kvinnor;94
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;2
;;40-44 år;män;1
;;;kvinnor;7
;;45-49 år;män;1
;;;kvinnor;6
;;50-54 år;män;1
;;;kvinnor;11
;;55-59 år;män;7
;;;kvinnor;15
;;60-64 år;män;14
;;;kvinnor;30
2280 Härnösand;ogifta;20-24 år;män;681
;;;kvinnor;564
;;25-29 år;män;702
;;;kvinnor;525
;;30-34 år;män;516
;;;kvinnor;355
;;35-39 år;män;330
;;;kvinnor;303
;;40-44 år;män;334
;;;kvinnor;225
;;45-49 år;män;290
;;;kvinnor;263
;;50-54 år;män;316
;;;kvinnor;229
;;55-59 år;män;240
;;;kvinnor;193
;;60-64 år;män;202
;;;kvinnor;168
;gifta;20-24 år;män;23
;;;kvinnor;50
;;25-29 år;män;105
;;;kvinnor;168
;;30-34 år;män;207
;;;kvinnor;243
;;35-39 år;män;267
;;;kvinnor;297
;;40-44 år;män;327
;;;kvinnor;344
;;45-49 år;män;349
;;;kvinnor;358
;;50-54 år;män;400
;;;kvinnor;398
;;55-59 år;män;342
;;;kvinnor;358
;;60-64 år;män;418
;;;kvinnor;454
;skilda;20-24 år;män;0
;;;kvinnor;8
;;25-29 år;män;16
;;;kvinnor;27
;;30-34 år;män;33
;;;kvinnor;52
;;35-39 år;män;46
;;;kvinnor;63
;;40-44 år;män;54
;;;kvinnor;86
;;45-49 år;män;84
;;;kvinnor;95
;;50-54 år;män;146
;;;kvinnor;166
;;55-59 år;män;136
;;;kvinnor;168
;;60-64 år;män;157
;;;kvinnor;154
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;2
;;35-39 år;män;0
;;;kvinnor;2
;;40-44 år;män;0
;;;kvinnor;3
;;45-49 år;män;0
;;;kvinnor;9
;;50-54 år;män;6
;;;kvinnor;17
;;55-59 år;män;4
;;;kvinnor;22
;;60-64 år;män;15
;;;kvinnor;42
2281 Sundsvall;ogifta;20-24 år;män;2993
;;;kvinnor;2640
;;25-29 år;män;3166
;;;kvinnor;2591
;;30-34 år;män;2228
;;;kvinnor;1744
;;35-39 år;män;1624
;;;kvinnor;1284
;;40-44 år;män;1473
;;;kvinnor;1316
;;45-49 år;män;1432
;;;kvinnor;1185
;;50-54 år;män;1375
;;;kvinnor;1126
;;55-59 år;män;985
;;;kvinnor;871
;;60-64 år;män;859
;;;kvinnor;634
;gifta;20-24 år;män;56
;;;kvinnor;127
;;25-29 år;män;298
;;;kvinnor;497
;;30-34 år;män;699
;;;kvinnor;887
;;35-39 år;män;1089
;;;kvinnor;1235
;;40-44 år;män;1345
;;;kvinnor;1381
;;45-49 år;män;1464
;;;kvinnor;1569
;;50-54 år;män;1588
;;;kvinnor;1576
;;55-59 år;män;1277
;;;kvinnor;1349
;;60-64 år;män;1478
;;;kvinnor;1433
;skilda;20-24 år;män;6
;;;kvinnor;7
;;25-29 år;män;48
;;;kvinnor;85
;;30-34 år;män;119
;;;kvinnor;170
;;35-39 år;män;195
;;;kvinnor;264
;;40-44 år;män;297
;;;kvinnor;439
;;45-49 år;män;445
;;;kvinnor;540
;;50-54 år;män;535
;;;kvinnor;675
;;55-59 år;män;555
;;;kvinnor;638
;;60-64 år;män;536
;;;kvinnor;604
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;2
;;;kvinnor;0
;;30-34 år;män;2
;;;kvinnor;5
;;35-39 år;män;0
;;;kvinnor;7
;;40-44 år;män;2
;;;kvinnor;13
;;45-49 år;män;8
;;;kvinnor;23
;;50-54 år;män;14
;;;kvinnor;40
;;55-59 år;män;21
;;;kvinnor;66
;;60-64 år;män;52
;;;kvinnor;129
2282 Kramfors;ogifta;20-24 år;män;456
;;;kvinnor;371
;;25-29 år;män;525
;;;kvinnor;322
;;30-34 år;män;316
;;;kvinnor;233
;;35-39 år;män;241
;;;kvinnor;192
;;40-44 år;män;242
;;;kvinnor;170
;;45-49 år;män;248
;;;kvinnor;194
;;50-54 år;män;273
;;;kvinnor;195
;;55-59 år;män;237
;;;kvinnor;163
;;60-64 år;män;223
;;;kvinnor;134
;gifta;20-24 år;män;6
;;;kvinnor;21
;;25-29 år;män;76
;;;kvinnor;101
;;30-34 år;män;115
;;;kvinnor;146
;;35-39 år;män;153
;;;kvinnor;181
;;40-44 år;män;194
;;;kvinnor;206
;;45-49 år;män;230
;;;kvinnor;279
;;50-54 år;män;326
;;;kvinnor;318
;;55-59 år;män;294
;;;kvinnor;320
;;60-64 år;män;333
;;;kvinnor;383
;skilda;20-24 år;män;1
;;;kvinnor;2
;;25-29 år;män;8
;;;kvinnor;11
;;30-34 år;män;9
;;;kvinnor;23
;;35-39 år;män;29
;;;kvinnor;49
;;40-44 år;män;44
;;;kvinnor;58
;;45-49 år;män;62
;;;kvinnor;79
;;50-54 år;män;121
;;;kvinnor;122
;;55-59 år;män;117
;;;kvinnor;118
;;60-64 år;män;148
;;;kvinnor;136
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;2
;;35-39 år;män;0
;;;kvinnor;3
;;40-44 år;män;2
;;;kvinnor;5
;;45-49 år;män;3
;;;kvinnor;13
;;50-54 år;män;5
;;;kvinnor;10
;;55-59 år;män;4
;;;kvinnor;14
;;60-64 år;män;14
;;;kvinnor;34
2283 Sollefteå;ogifta;20-24 år;män;462
;;;kvinnor;375
;;25-29 år;män;508
;;;kvinnor;400
;;30-34 år;män;397
;;;kvinnor;258
;;35-39 år;män;284
;;;kvinnor;211
;;40-44 år;män;275
;;;kvinnor;213
;;45-49 år;män;287
;;;kvinnor;207
;;50-54 år;män;299
;;;kvinnor;230
;;55-59 år;män;239
;;;kvinnor;205
;;60-64 år;män;261
;;;kvinnor;156
;gifta;20-24 år;män;11
;;;kvinnor;31
;;25-29 år;män;59
;;;kvinnor;101
;;30-34 år;män;135
;;;kvinnor;176
;;35-39 år;män;189
;;;kvinnor;205
;;40-44 år;män;194
;;;kvinnor;207
;;45-49 år;män;220
;;;kvinnor;233
;;50-54 år;män;267
;;;kvinnor;304
;;55-59 år;män;298
;;;kvinnor;302
;;60-64 år;män;358
;;;kvinnor;385
;skilda;20-24 år;män;1
;;;kvinnor;2
;;25-29 år;män;3
;;;kvinnor;15
;;30-34 år;män;13
;;;kvinnor;26
;;35-39 år;män;26
;;;kvinnor;43
;;40-44 år;män;39
;;;kvinnor;50
;;45-49 år;män;52
;;;kvinnor;78
;;50-54 år;män;90
;;;kvinnor;124
;;55-59 år;män;107
;;;kvinnor;121
;;60-64 år;män;150
;;;kvinnor;137
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;2
;;30-34 år;män;0
;;;kvinnor;3
;;35-39 år;män;0
;;;kvinnor;2
;;40-44 år;män;1
;;;kvinnor;8
;;45-49 år;män;0
;;;kvinnor;4
;;50-54 år;män;1
;;;kvinnor;9
;;55-59 år;män;8
;;;kvinnor;19
;;60-64 år;män;8
;;;kvinnor;40
2284 Örnsköldsvik;ogifta;20-24 år;män;1518
;;;kvinnor;1209
;;25-29 år;män;1565
;;;kvinnor;1201
;;30-34 år;män;1106
;;;kvinnor;858
;;35-39 år;män;918
;;;kvinnor;599
;;40-44 år;män;744
;;;kvinnor;540
;;45-49 år;män;688
;;;kvinnor;543
;;50-54 år;män;687
;;;kvinnor;464
;;55-59 år;män;573
;;;kvinnor;337
;;60-64 år;män;471
;;;kvinnor;258
;gifta;20-24 år;män;26
;;;kvinnor;67
;;25-29 år;män;194
;;;kvinnor;326
;;30-34 år;män;439
;;;kvinnor;584
;;35-39 år;män;652
;;;kvinnor;776
;;40-44 år;män;877
;;;kvinnor;925
;;45-49 år;män;909
;;;kvinnor;903
;;50-54 år;män;980
;;;kvinnor;991
;;55-59 år;män;865
;;;kvinnor;924
;;60-64 år;män;1096
;;;kvinnor;1156
;skilda;20-24 år;män;0
;;;kvinnor;5
;;25-29 år;män;10
;;;kvinnor;31
;;30-34 år;män;44
;;;kvinnor;66
;;35-39 år;män;64
;;;kvinnor;112
;;40-44 år;män;122
;;;kvinnor;162
;;45-49 år;män;181
;;;kvinnor;242
;;50-54 år;män;249
